name,human_eq_type,location,serving,status,date,status2,date2,time_spent,nyca_id
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-15 15:18:22,,,,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-16 21:28:34,FIXED,2017-03-16 23:28:25,0 days 01:59:51.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-16 21:28:34,FIXED,2017-03-16 23:28:25,0 days 01:59:51.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-19 12:48:47,FIXED,2017-03-20 22:48:34,1 days 09:59:47.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-19 12:48:47,FIXED,2017-03-20 22:48:34,1 days 09:59:47.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-20 22:58:48,,,,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-20 22:58:48,,,,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-21 00:58:28,,,,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-21 00:58:28,,,,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-22 01:28:45,FIXED,2017-03-22 02:48:43,0 days 01:19:58.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-22 01:28:45,FIXED,2017-03-22 02:48:43,0 days 01:19:58.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-22 13:48:47,FIXED,2017-03-22 15:10:10,0 days 01:21:23.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-22 13:48:47,FIXED,2017-03-22 15:10:10,0 days 01:21:23.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-23 04:58:28,FIXED,2017-03-23 09:18:53,0 days 04:20:25.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-23 04:58:28,FIXED,2017-03-23 09:18:53,0 days 04:20:25.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-23 13:38:51,FIXED,2017-03-23 16:38:22,0 days 02:59:31.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-23 13:38:51,FIXED,2017-03-23 16:38:22,0 days 02:59:31.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-26 05:08:31,FIXED,2017-03-26 07:28:19,0 days 02:19:48.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-26 05:08:31,FIXED,2017-03-26 07:28:19,0 days 02:19:48.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-26 23:58:28,FIXED,2017-03-27 02:48:21,0 days 02:49:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-26 23:58:28,FIXED,2017-03-27 02:48:21,0 days 02:49:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-31 05:38:33,FIXED,2017-03-31 07:58:26,0 days 02:19:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-31 05:38:33,FIXED,2017-03-31 07:58:26,0 days 02:19:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 23:28:33,0 days 02:39:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Southbound Platform,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 23:28:33,0 days 02:39:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 01:28:27,0 days 01:00:12.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 01:28:27,0 days 01:00:12.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 01:28:27,0 days 01:00:12.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 01:28:27,0 days 01:00:12.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 16:48:36,FIXED,2017-03-15 20:08:40,0 days 03:20:04.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 16:48:36,FIXED,2017-03-15 20:08:40,0 days 03:20:04.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 16:48:36,FIXED,2017-03-15 20:08:40,0 days 03:20:04.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-15 16:48:36,FIXED,2017-03-15 20:08:40,0 days 03:20:04.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:58:42,FIXED,2017-03-17 00:58:34,0 days 06:59:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:58:42,FIXED,2017-03-17 00:58:34,0 days 06:59:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:58:42,FIXED,2017-03-17 00:58:34,0 days 06:59:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-16 17:58:42,FIXED,2017-03-17 00:58:34,0 days 06:59:52.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 21:38:48,FIXED,2017-03-20 23:28:44,0 days 01:49:56.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 21:38:48,FIXED,2017-03-20 23:28:44,0 days 01:49:56.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 21:38:48,FIXED,2017-03-20 23:28:44,0 days 01:49:56.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-20 21:38:48,FIXED,2017-03-20 23:28:44,0 days 01:49:56.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 00:58:46,FIXED,2017-03-22 05:28:36,0 days 04:29:50.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 00:58:46,FIXED,2017-03-22 05:28:36,0 days 04:29:50.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 00:58:46,FIXED,2017-03-22 05:28:36,0 days 04:29:50.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-22 00:58:46,FIXED,2017-03-22 05:28:36,0 days 04:29:50.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 00:38:21,FIXED,2017-03-24 03:58:45,0 days 03:20:24.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 00:38:21,FIXED,2017-03-24 03:58:45,0 days 03:20:24.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 00:38:21,FIXED,2017-03-24 03:58:45,0 days 03:20:24.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-24 00:38:21,FIXED,2017-03-24 03:58:45,0 days 03:20:24.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 13:28:56,FIXED,2017-03-30 15:28:49,0 days 01:59:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 13:28:56,FIXED,2017-03-30 15:28:49,0 days 01:59:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 13:28:56,FIXED,2017-03-30 15:28:49,0 days 01:59:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 13:28:56,FIXED,2017-03-30 15:28:49,0 days 01:59:53.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 20:38:51,FIXED,2017-03-30 22:38:35,0 days 01:59:44.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 20:38:51,FIXED,2017-03-30 22:38:35,0 days 01:59:44.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 20:38:51,FIXED,2017-03-30 22:38:35,0 days 01:59:44.000000000,420
Bowling Green,An escalator,,Lower Mezzanine To Upper Mezzanine,OUTAGE,2017-03-30 20:38:51,FIXED,2017-03-30 22:38:35,0 days 01:59:44.000000000,420
Bowling Green,An escalator,,Upper Mezzanine To Street,OUTAGE,2017-03-25 12:18:48,FIXED,2017-03-25 15:08:58,0 days 02:50:10.000000000,420
Bowling Green,An escalator,,Upper Mezzanine To Street,OUTAGE,2017-03-26 05:38:37,FIXED,2017-03-26 09:28:37,0 days 03:50:00.000000000,420
Bowling Green,An escalator,,Upper Mezzanine To Street,OUTAGE,2017-03-26 19:58:44,FIXED,2017-03-26 23:09:07,0 days 03:10:23.000000000,420
Bowling Green,An escalator,,Upper Mezzanine To Street,OUTAGE,2017-03-30 09:38:25,FIXED,2017-03-30 11:48:46,0 days 02:10:21.000000000,420
Bowling Green,An escalator,,Upper Mezzanine To Street,OUTAGE,2017-03-30 20:38:51,FIXED,2017-03-30 21:58:47,0 days 01:19:56.000000000,420
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-30 04:18:41,,,,69
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-31 03:58:46,,,,69
Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,FIXED,2017-03-14 20:38:34,,,,436
Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-21 03:58:26,FIXED,2017-03-21 09:28:33,0 days 05:30:07.000000000,436
Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-24 12:08:32,FIXED,2017-03-24 17:18:22,0 days 05:09:50.000000000,436
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,FIXED,2017-03-14 22:18:34,,,,436
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-15 04:28:27,,,,436
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 09:08:44,0 days 05:20:27.000000000,436
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-20 03:38:44,FIXED,2017-03-20 08:58:19,0 days 05:19:35.000000000,436
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,0 days 05:40:19.000000000,405
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-26 03:38:29,FIXED,2017-03-26 09:28:37,0 days 05:50:08.000000000,405
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-27 04:08:39,FIXED,2017-03-27 08:58:30,0 days 04:49:51.000000000,405
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-28 03:38:45,FIXED,2017-03-28 09:09:18,0 days 05:30:33.000000000,405
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-29 03:58:27,FIXED,2017-03-29 08:58:49,0 days 05:00:22.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 08:58:13,FIXED,2017-03-15 09:28:32,0 days 00:30:19.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 08:58:19,0 days 05:10:02.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 09:38:47,0 days 05:10:34.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-19 23:48:44,FIXED,2017-03-20 01:48:51,0 days 02:00:07.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-21 09:18:39,FIXED,2017-03-21 09:58:47,0 days 00:40:08.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-29 20:48:22,FIXED,2017-03-30 00:18:45,0 days 03:30:23.000000000,405
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 06:09:28,FIXED,2017-03-31 07:48:39,0 days 01:39:11.000000000,405
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,FIXED,2017-03-14 20:58:43,,,,405
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-17 22:08:26,FIXED,2017-03-17 23:38:18,0 days 01:29:52.000000000,405
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-25 06:38:39,FIXED,2017-03-25 08:58:38,0 days 02:19:59.000000000,405
Church Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 07:09:04,FIXED,2017-03-24 10:28:45,0 days 03:19:41.000000000,41
Church Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-28 20:58:36,FIXED,2017-03-29 01:58:49,0 days 05:00:13.000000000,41
Church Ave,An elevator,NW corner of Church Avenue and McDonald Avenue,Street To Mezzanine,FIXED,2017-03-14 21:18:22,,,,41
Church Ave,An elevator,SE corner of Church Avenue and Nostrand Avenue,Street To Uptown Platform,FIXED,2017-03-14 15:58:38,,,,67
Church Ave,An elevator,SW corner of Church Avenue and Nostrand Avenue,Street To Downtown Platform,FIXED,2017-03-14 15:58:38,,,,67
Church Ave,An elevator,SW corner of Church Avenue and Nostrand Avenue,Street To Downtown Platform,OUTAGE,2017-03-26 04:18:18,FIXED,2017-03-26 08:58:46,0 days 04:40:28.000000000,67
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-21 12:48:34,FIXED,2017-03-21 16:38:54,0 days 03:50:20.000000000,470
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-22 04:28:40,FIXED,2017-03-22 08:38:37,0 days 04:09:57.000000000,470
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-23 12:18:46,FIXED,2017-03-23 16:38:22,0 days 04:19:36.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To D Platform,FIXED,2017-03-14 19:58:37,,,,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,FIXED,2017-03-14 19:38:18,,,,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-15 19:38:29,FIXED,2017-03-16 06:38:31,0 days 11:00:02.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-16 18:28:25,FIXED,2017-03-16 23:09:00,0 days 04:40:35.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-17 12:28:25,FIXED,2017-03-17 16:58:46,0 days 04:30:21.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-18 16:08:44,FIXED,2017-03-19 03:38:29,0 days 11:29:45.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-19 14:28:20,FIXED,2017-03-20 00:48:32,0 days 10:20:12.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-20 18:58:38,FIXED,2017-03-21 00:38:34,0 days 05:39:56.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-21 11:48:31,FIXED,2017-03-21 17:18:29,0 days 05:29:58.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-22 15:38:51,FIXED,2017-03-22 16:58:55,0 days 01:20:04.000000000,470
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-23 13:18:22,FIXED,2017-03-26 08:58:46,2 days 19:40:24.000000000,470
Court Sq,An elevator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 07:19:01,FIXED,2017-03-29 09:09:04,0 days 01:50:03.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,0 days 18:50:08.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,0 days 18:50:08.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,0 days 18:50:08.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,1 days 22:19:49.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,1 days 22:19:49.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,1 days 22:19:49.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-14 17:58:45,,,,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-14 17:58:45,,,,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-14 17:58:45,,,,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-15 10:28:21,FIXED,2017-03-15 10:28:23,0 days 00:00:02.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-15 10:28:21,FIXED,2017-03-15 10:28:23,0 days 00:00:02.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-15 10:28:21,FIXED,2017-03-15 10:28:23,0 days 00:00:02.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-17 11:08:55,FIXED,2017-03-17 16:28:20,0 days 05:19:25.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-17 11:08:55,FIXED,2017-03-17 16:28:20,0 days 05:19:25.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-17 11:08:55,FIXED,2017-03-17 16:28:20,0 days 05:19:25.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-19 17:58:42,FIXED,2017-03-20 10:48:43,0 days 16:50:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-19 17:58:42,FIXED,2017-03-20 10:48:43,0 days 16:50:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-19 17:58:42,FIXED,2017-03-20 10:48:43,0 days 16:50:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 01:48:21,FIXED,2017-03-22 01:48:22,0 days 00:00:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 01:48:21,FIXED,2017-03-22 01:48:22,0 days 00:00:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 01:48:21,FIXED,2017-03-22 01:48:22,0 days 00:00:01.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 09:58:44,FIXED,2017-03-22 18:58:57,0 days 09:00:13.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 09:58:44,FIXED,2017-03-22 18:58:57,0 days 09:00:13.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-22 09:58:44,FIXED,2017-03-22 18:58:57,0 days 09:00:13.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 19:48:49,0 days 08:59:55.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 19:48:49,0 days 08:59:55.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-23 10:48:54,FIXED,2017-03-23 19:48:49,0 days 08:59:55.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,0 days 07:49:46.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-25 17:08:45,FIXED,2017-03-27 10:18:21,1 days 17:09:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-25 17:08:45,FIXED,2017-03-27 10:18:21,1 days 17:09:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-25 17:08:45,FIXED,2017-03-27 10:18:21,1 days 17:09:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-28 02:48:49,FIXED,2017-03-28 11:48:25,0 days 08:59:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-28 02:48:49,FIXED,2017-03-28 11:48:25,0 days 08:59:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-28 02:48:49,FIXED,2017-03-28 11:48:25,0 days 08:59:36.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-29 00:58:43,FIXED,2017-03-30 17:28:46,1 days 16:30:03.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-29 00:58:43,FIXED,2017-03-30 17:28:46,1 days 16:30:03.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-29 00:58:43,FIXED,2017-03-30 17:28:46,1 days 16:30:03.000000000,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-31 09:28:20,,,,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-31 09:28:20,,,,14
Court Sq,An escalator,,Street To Mezzanine,OUTAGE,2017-03-31 09:28:20,,,,14
Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-15 23:58:18,FIXED,2017-03-16 02:58:26,0 days 03:00:08.000000000,14
Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-29 03:38:38,FIXED,2017-03-29 06:38:36,0 days 02:59:58.000000000,14
Court Sq,An escalator,,Street To Mezzanine Passageway To E/G/M Trains,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000,14
Court Sq,An escalator,,Street To Mezzanine Passageway To E/G/M Trains,OUTAGE,2017-03-18 23:38:34,FIXED,2017-03-19 09:38:44,0 days 10:00:10.000000000,14
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-23 22:58:33,FIXED,2017-03-24 02:48:30,0 days 03:49:57.000000000,72
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-26 04:38:32,,,,72
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-28 13:58:22,FIXED,2017-03-28 21:48:32,0 days 07:50:10.000000000,72
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-31 13:28:58,FIXED,2017-03-31 19:09:21,0 days 05:40:23.000000000,72
Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,FIXED,2017-03-15 06:18:29,,,,72
Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,OUTAGE,2017-03-20 00:58:53,FIXED,2017-03-20 19:38:45,0 days 18:39:52.000000000,72
DeKalb Ave,An elevator,SE corner of DeKalb Avenue and Flatbush Avenue,Street To Mezzanine,FIXED,2017-03-14 21:48:36,,,,59
DeKalb Ave,An elevator,SE corner of DeKalb Avenue and Flatbush Avenue,Street To Mezzanine,OUTAGE,2017-03-30 04:38:29,FIXED,2017-03-30 08:48:39,0 days 04:10:10.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 00:28:15,FIXED,2017-03-15 02:38:19,0 days 02:10:04.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 21:58:18,FIXED,2017-03-16 01:09:01,0 days 03:10:43.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 22:38:40,FIXED,2017-03-17 01:18:38,0 days 02:39:58.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-17 19:58:29,FIXED,2017-03-17 21:38:21,0 days 01:39:52.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-19 17:09:20,FIXED,2017-03-19 21:58:30,0 days 04:49:10.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 04:58:47,FIXED,2017-03-31 08:48:39,0 days 03:49:52.000000000,59
DeKalb Ave,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:28:23,FIXED,2017-03-31 23:38:42,0 days 03:10:19.000000000,59
DeKalb Ave,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 09:48:19,FIXED,2017-03-18 14:28:31,0 days 04:40:12.000000000,59
