name,human_eq_type,location,serving,status,date,status2,date2,time_spent,nyca_id
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-30 16:58:44,FIXED,2017-03-31 09:08:34,0 days 16:09:50.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-30 16:58:44,FIXED,2017-03-31 09:08:34,0 days 16:09:50.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 03:08:55,FIXED,2017-03-15 09:08:34,0 days 05:59:39.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 03:08:55,FIXED,2017-03-15 09:08:34,0 days 05:59:39.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,0 days 05:40:19.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,0 days 05:40:19.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:18:54,0 days 05:10:08.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:18:54,0 days 05:10:08.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 13:48:45,FIXED,2017-03-31 15:28:50,0 days 01:40:05.000000000,84
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 13:48:45,FIXED,2017-03-31 15:28:50,0 days 01:40:05.000000000,84
Herald Sq - 34th St,An elevator,Herald Center building on west side of Broadway south of 34th Street,Street To Mezzanine,OUTAGE,2017-03-21 20:48:28,FIXED,2017-03-22 08:28:36,0 days 11:40:08.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-15 11:08:24,FIXED,2017-03-15 14:48:44,0 days 03:40:20.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-15 11:08:24,FIXED,2017-03-15 14:48:44,0 days 03:40:20.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-17 05:28:15,FIXED,2017-03-17 09:48:14,0 days 04:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-17 05:28:15,FIXED,2017-03-17 09:48:14,0 days 04:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-18 09:38:46,FIXED,2017-03-18 10:58:49,0 days 01:20:03.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-18 09:38:46,FIXED,2017-03-18 10:58:49,0 days 01:20:03.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-18 23:28:41,FIXED,2017-03-19 00:48:35,0 days 01:19:54.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-18 23:28:41,FIXED,2017-03-19 00:48:35,0 days 01:19:54.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-20 09:38:44,FIXED,2017-03-20 10:38:48,0 days 01:00:04.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-20 09:38:44,FIXED,2017-03-20 10:38:48,0 days 01:00:04.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-21 20:08:51,FIXED,2017-03-22 00:18:34,0 days 04:09:43.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-21 20:08:51,FIXED,2017-03-22 00:18:34,0 days 04:09:43.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-24 03:18:34,FIXED,2017-03-24 09:18:49,0 days 06:00:15.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-24 03:18:34,FIXED,2017-03-24 09:18:49,0 days 06:00:15.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-25 19:38:19,FIXED,2017-03-25 21:18:51,0 days 01:40:32.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-25 19:38:19,FIXED,2017-03-25 21:18:51,0 days 01:40:32.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-29 23:58:46,FIXED,2017-03-30 00:58:22,0 days 00:59:36.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-29 23:58:46,FIXED,2017-03-30 00:58:22,0 days 00:59:36.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-30 20:58:34,FIXED,2017-03-30 21:28:48,0 days 00:30:14.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-30 20:58:34,FIXED,2017-03-30 21:28:48,0 days 00:30:14.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-31 12:08:38,FIXED,2017-03-31 13:08:58,0 days 01:00:20.000000000,84
Herald Sq - 34th St,An escalator,,Mall Landing To Street,OUTAGE,2017-03-31 12:08:38,FIXED,2017-03-31 13:08:58,0 days 01:00:20.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-15 03:28:15,FIXED,2017-03-15 09:08:33,0 days 05:40:18.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-22 10:38:28,FIXED,2017-03-22 11:28:34,0 days 00:50:06.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-23 07:48:48,FIXED,2017-03-23 09:18:52,0 days 01:30:04.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-23 15:38:36,FIXED,2017-03-23 15:48:39,0 days 00:10:03.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-26 04:58:21,FIXED,2017-03-26 05:58:41,0 days 01:00:20.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-27 01:38:43,,,,84
Herald Sq - 34th St,An escalator,,Mezzanine And Uptown,OUTAGE,2017-03-29 13:28:56,FIXED,2017-03-29 16:18:43,0 days 02:49:47.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-18 19:18:48,FIXED,2017-03-18 22:08:53,0 days 02:50:05.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-18 19:18:48,FIXED,2017-03-18 22:08:53,0 days 02:50:05.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-20 09:48:55,FIXED,2017-03-20 11:38:49,0 days 01:49:54.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-20 09:48:55,FIXED,2017-03-20 11:38:49,0 days 01:49:54.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-22 01:28:45,FIXED,2017-03-22 06:48:35,0 days 05:19:50.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-22 01:28:45,FIXED,2017-03-22 06:48:35,0 days 05:19:50.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-25 03:18:54,FIXED,2017-03-25 09:18:44,0 days 05:59:50.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-25 03:18:54,FIXED,2017-03-25 09:18:44,0 days 05:59:50.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-26 21:18:37,FIXED,2017-03-26 21:48:52,0 days 00:30:15.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-26 21:18:37,FIXED,2017-03-26 21:48:52,0 days 00:30:15.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-28 03:38:44,FIXED,2017-03-28 09:09:17,0 days 05:30:33.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-28 03:38:44,FIXED,2017-03-28 09:09:17,0 days 05:30:33.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-29 03:38:37,FIXED,2017-03-29 09:18:49,0 days 05:40:12.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-29 03:38:37,FIXED,2017-03-29 09:18:49,0 days 05:40:12.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-30 03:28:26,FIXED,2017-03-30 09:38:26,0 days 06:10:00.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-30 03:28:26,FIXED,2017-03-30 09:38:26,0 days 06:10:00.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-31 04:58:46,FIXED,2017-03-31 08:48:36,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Mezzanine To Mall Landing,OUTAGE,2017-03-31 04:58:46,FIXED,2017-03-31 08:48:36,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 20:28:37,FIXED,2017-03-14 21:18:22,0 days 00:49:45.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 20:28:37,FIXED,2017-03-14 21:18:22,0 days 00:49:45.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 20:28:37,FIXED,2017-03-14 21:18:22,0 days 00:49:45.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 11:38:26,FIXED,2017-03-15 12:28:14,0 days 00:49:48.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 11:38:26,FIXED,2017-03-15 12:28:14,0 days 00:49:48.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-15 11:38:26,FIXED,2017-03-15 12:28:14,0 days 00:49:48.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 17:08:38,FIXED,2017-03-16 17:28:31,0 days 00:19:53.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 17:08:38,FIXED,2017-03-16 17:28:31,0 days 00:19:53.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-16 17:08:38,FIXED,2017-03-16 17:28:31,0 days 00:19:53.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-18 03:58:31,FIXED,2017-03-18 07:08:29,0 days 03:09:58.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-18 03:58:31,FIXED,2017-03-18 07:08:29,0 days 03:09:58.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-18 03:58:31,FIXED,2017-03-18 07:08:29,0 days 03:09:58.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 06:48:44,FIXED,2017-03-21 08:58:38,0 days 02:09:54.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 06:48:44,FIXED,2017-03-21 08:58:38,0 days 02:09:54.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 06:48:44,FIXED,2017-03-21 08:58:38,0 days 02:09:54.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 18:58:42,FIXED,2017-03-21 21:28:37,0 days 02:29:55.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 18:58:42,FIXED,2017-03-21 21:28:37,0 days 02:29:55.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 18:58:42,FIXED,2017-03-21 21:28:37,0 days 02:29:55.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 09:18:45,0 days 01:40:02.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 09:18:45,0 days 01:40:02.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-25 07:38:43,FIXED,2017-03-25 09:18:45,0 days 01:40:02.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 21:38:35,FIXED,2017-03-27 09:08:44,0 days 11:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 21:38:35,FIXED,2017-03-27 09:08:44,0 days 11:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 21:38:35,FIXED,2017-03-27 09:08:44,0 days 11:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-27 18:38:30,FIXED,2017-03-27 22:48:48,0 days 04:10:18.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-27 18:38:30,FIXED,2017-03-27 22:48:48,0 days 04:10:18.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-27 18:38:30,FIXED,2017-03-27 22:48:48,0 days 04:10:18.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-28 07:09:20,,,,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-28 07:09:20,,,,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-28 07:09:20,,,,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 07:58:26,FIXED,2017-03-31 08:48:38,0 days 00:50:12.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 07:58:26,FIXED,2017-03-31 08:48:38,0 days 00:50:12.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 07:58:26,FIXED,2017-03-31 08:48:38,0 days 00:50:12.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 21:38:25,0 days 00:49:44.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 21:38:25,0 days 00:49:44.000000000,84
Herald Sq - 34th St,An escalator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-31 20:48:41,FIXED,2017-03-31 21:38:25,0 days 00:49:44.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 16:58:21,FIXED,2017-03-15 01:08:36,0 days 08:10:15.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 16:58:21,FIXED,2017-03-15 01:08:36,0 days 08:10:15.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 16:58:21,FIXED,2017-03-15 01:08:36,0 days 08:10:15.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 16:58:21,FIXED,2017-03-15 01:08:36,0 days 08:10:15.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-15 10:28:20,FIXED,2017-03-15 16:38:21,0 days 06:10:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-15 10:28:20,FIXED,2017-03-15 16:38:21,0 days 06:10:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-15 10:28:20,FIXED,2017-03-15 16:38:21,0 days 06:10:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-15 10:28:20,FIXED,2017-03-15 16:38:21,0 days 06:10:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:48:22,0 days 04:39:48.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:48:22,0 days 04:39:48.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:48:22,0 days 04:39:48.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 04:08:34,FIXED,2017-03-16 08:48:22,0 days 04:39:48.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 16:38:24,FIXED,2017-03-16 22:38:41,0 days 06:00:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 16:38:24,FIXED,2017-03-16 22:38:41,0 days 06:00:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 16:38:24,FIXED,2017-03-16 22:38:41,0 days 06:00:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-16 16:38:24,FIXED,2017-03-16 22:38:41,0 days 06:00:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-17 22:18:23,FIXED,2017-03-17 23:38:19,0 days 01:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-17 22:18:23,FIXED,2017-03-17 23:38:19,0 days 01:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-17 22:18:23,FIXED,2017-03-17 23:38:19,0 days 01:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-17 22:18:23,FIXED,2017-03-17 23:38:19,0 days 01:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 07:38:24,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 07:38:24,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 07:38:24,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-18 07:38:24,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-19 19:58:54,FIXED,2017-03-19 23:48:44,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-19 19:58:54,FIXED,2017-03-19 23:48:44,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-19 19:58:54,FIXED,2017-03-19 23:48:44,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-19 19:58:54,FIXED,2017-03-19 23:48:44,0 days 03:49:50.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-20 10:08:48,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-20 10:08:48,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-20 10:08:48,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-20 10:08:48,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 01:38:39,0 days 00:50:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 01:38:39,0 days 00:50:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 01:38:39,0 days 00:50:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 00:48:22,FIXED,2017-03-22 01:38:39,0 days 00:50:17.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:47,FIXED,2017-03-22 21:28:48,0 days 01:30:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:47,FIXED,2017-03-22 21:28:48,0 days 01:30:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:47,FIXED,2017-03-22 21:28:48,0 days 01:30:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-22 19:58:47,FIXED,2017-03-22 21:28:48,0 days 01:30:01.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:28:43,FIXED,2017-03-23 05:28:48,0 days 01:00:05.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:28:43,FIXED,2017-03-23 05:28:48,0 days 01:00:05.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:28:43,FIXED,2017-03-23 05:28:48,0 days 01:00:05.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 04:28:43,FIXED,2017-03-23 05:28:48,0 days 01:00:05.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 19:38:52,FIXED,2017-03-23 21:09:01,0 days 01:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 19:38:52,FIXED,2017-03-23 21:09:01,0 days 01:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 19:38:52,FIXED,2017-03-23 21:09:01,0 days 01:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-23 19:38:52,FIXED,2017-03-23 21:09:01,0 days 01:30:09.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 03:58:46,0 days 00:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 03:58:46,0 days 00:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 03:58:46,0 days 00:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 03:58:46,0 days 00:19:59.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 16:58:49,FIXED,2017-03-25 09:18:45,0 days 16:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 16:58:49,FIXED,2017-03-25 09:18:45,0 days 16:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 16:58:49,FIXED,2017-03-25 09:18:45,0 days 16:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-24 16:58:49,FIXED,2017-03-25 09:18:45,0 days 16:19:56.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-25 14:18:43,FIXED,2017-03-25 22:58:18,0 days 08:39:35.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-25 14:18:43,FIXED,2017-03-25 22:58:18,0 days 08:39:35.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-25 14:18:43,FIXED,2017-03-25 22:58:18,0 days 08:39:35.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-25 14:18:43,FIXED,2017-03-25 22:58:18,0 days 08:39:35.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:28:44,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:28:44,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:28:44,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:28:44,,,,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 00:58:35,FIXED,2017-03-27 07:48:24,0 days 06:49:49.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 00:58:35,FIXED,2017-03-27 07:48:24,0 days 06:49:49.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 00:58:35,FIXED,2017-03-27 07:48:24,0 days 06:49:49.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-27 00:58:35,FIXED,2017-03-27 07:48:24,0 days 06:49:49.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-28 22:08:35,FIXED,2017-03-28 22:48:48,0 days 00:40:13.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-28 22:08:35,FIXED,2017-03-28 22:48:48,0 days 00:40:13.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-28 22:08:35,FIXED,2017-03-28 22:48:48,0 days 00:40:13.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-28 22:08:35,FIXED,2017-03-28 22:48:48,0 days 00:40:13.000000000,84
Herald Sq - 34th St,An escalator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-30 05:38:45,FIXED,2017-03-30 06:48:41,0 days 01:09:56.000000000,84
