name,human_eq_type,location,serving,status,date,status2,date2,time_spent_min,nyca_id,number_of_elevators
231st St,An elevator,SW corner of 231 Street and Broadway,Street To Mezzanine,OUTAGE,2017-04-05 04:48:28,FIXED,2017-04-05 08:09:11,200,253,2
233rd St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 15:48:14,FIXED,2017-03-16 17:28:30,100,8,3
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 15:48:15,FIXED,2017-03-16 17:38:22,110,8,3
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 09:48:19,FIXED,2017-03-18 17:38:45,470,8,3
233rd St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-25 12:58:50,FIXED,2017-03-25 20:38:30,459,8,3
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-03-16 15:38:15,FIXED,2017-03-16 17:28:31,110,8,3
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-03-21 17:48:29,FIXED,2017-03-21 19:18:30,90,8,3
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-04-02 03:48:31,FIXED,2017-04-02 09:08:53,320,8,3
233rd St,An elevator,NW corner of White Plains Road and 233 Street,Street To Mezzanine,OUTAGE,2017-04-03 03:48:28,FIXED,2017-04-03 09:08:45,320,8,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-15 04:18:23,FIXED,2017-03-15 08:48:22,269,359,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-15 04:18:23,FIXED,2017-03-15 08:48:22,269,438,4
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-21 03:18:27,FIXED,2017-03-21 09:28:33,370,359,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-21 03:18:27,FIXED,2017-03-21 09:28:33,370,438,4
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-22 03:09:58,FIXED,2017-03-22 09:18:46,368,359,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-03-22 03:09:58,FIXED,2017-03-22 09:18:46,368,438,4
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-04-03 13:38:56,FIXED,2017-04-03 15:58:54,139,359,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-04-03 13:38:56,FIXED,2017-04-03 15:58:54,139,438,4
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-04-05 20:28:45,FIXED,2017-04-05 20:48:23,19,359,3
34th St - Penn Station,An elevator,,Mezzanine To Downtown Local Platform,OUTAGE,2017-04-05 20:28:45,FIXED,2017-04-05 20:48:23,19,438,4
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 15:58:43,130,359,3
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 15:58:43,130,438,4
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-31 14:28:34,FIXED,2017-03-31 20:09:02,340,359,3
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-03-31 14:28:34,FIXED,2017-03-31 20:09:02,340,438,4
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-02 03:18:34,FIXED,2017-04-02 09:08:53,350,359,3
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-02 03:18:34,FIXED,2017-04-02 09:08:53,350,438,4
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-03 03:18:47,FIXED,2017-04-03 09:18:49,360,359,3
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-03 03:18:47,FIXED,2017-04-03 09:18:49,360,438,4
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-08 06:18:18,FIXED,2017-04-08 07:09:02,50,359,3
34th St - Penn Station,An elevator,,Mezzanine To Express Platform,OUTAGE,2017-04-08 06:18:18,FIXED,2017-04-08 07:09:02,50,438,4
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-16 12:38:24,FIXED,2017-03-16 16:48:27,250,359,3
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-17 03:18:18,FIXED,2017-03-17 09:28:15,369,359,3
34th St - Penn Station,An elevator,,Mezzanine To Uptown Local Platform,OUTAGE,2017-03-18 03:28:18,FIXED,2017-03-18 09:28:48,360,359,3
34th St - Penn Station,An elevator,,Uptown Local Platform To Lower Mezzanine,OUTAGE,2017-03-16 15:09:25,FIXED,2017-03-16 15:38:16,28,438,4
34th St - Penn Station,An elevator,,Uptown Local Platform To Lower Mezzanine,OUTAGE,2017-03-20 13:58:46,FIXED,2017-03-20 15:18:52,80,438,4
34th St - Penn Station,An elevator,,Uptown Local Platform To Lower Mezzanine,OUTAGE,2017-04-04 13:38:27,FIXED,2017-04-04 15:09:51,91,438,4
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-03-30 02:18:32,,,600,438,4
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-04-01 04:18:44,FIXED,2017-04-01 18:08:57,600,438,4
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-04-06 03:18:13,,,600,438,4
34th St - Penn Station,An elevator,SE corner of 34th Street and Eighth Avenue,Street To Uptown Local Platform,OUTAGE,2017-04-07 03:08:13,FIXED,2017-04-07 09:09:20,361,438,4
3rd Ave - 149th St,An elevator,NW corner of 149th Street and Third Avenue,Street To Downtown Platform,OUTAGE,2017-03-14 20:38:33,FIXED,2017-03-14 23:18:24,159,283,2
3rd Ave - 149th St,An elevator,NW corner of 149th Street and Third Avenue,Street To Downtown Platform,OUTAGE,2017-03-17 07:58:12,FIXED,2017-03-17 09:08:53,70,283,2
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-17 04:08:16,FIXED,2017-03-17 08:48:21,280,283,2
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-23 05:28:31,FIXED,2017-03-23 09:28:43,240,283,2
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-28 23:58:51,FIXED,2017-03-29 05:58:39,359,283,2
3rd Ave - 149th St,An elevator,SW corner of 149th Street and Third Avenue,Street To Uptown Platform,OUTAGE,2017-03-31 13:08:57,FIXED,2017-03-31 18:18:50,309,283,2
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,229,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,229,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-03-23 19:58:34,FIXED,2017-03-23 23:48:22,229,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-02 01:18:36,FIXED,2017-04-02 08:48:23,449,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-02 01:18:36,FIXED,2017-04-02 08:48:23,449,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-02 01:18:36,FIXED,2017-04-02 08:48:23,449,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-05 18:58:14,FIXED,2017-04-05 23:38:21,280,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-05 18:58:14,FIXED,2017-04-05 23:38:21,280,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-05 18:58:14,FIXED,2017-04-05 23:38:21,280,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-08 00:58:25,FIXED,2017-04-08 09:18:55,500,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-08 00:58:25,FIXED,2017-04-08 09:18:55,500,363,3
42nd St - Port Authority Bus Term,An elevator,,Bus Terminal To Lower Mezzanine,OUTAGE,2017-04-08 00:58:25,FIXED,2017-04-08 09:18:55,500,363,3
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 17:58:26,FIXED,2017-03-24 21:28:44,210,350,3
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-28 03:38:44,FIXED,2017-03-28 09:09:17,330,350,3
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-29 03:28:47,FIXED,2017-03-29 09:09:04,340,350,3
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 16:58:36,FIXED,2017-03-18 18:18:36,80,350,3
47th-50th Sts - Rockefeller Ctr,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 05:38:32,FIXED,2017-03-31 08:48:37,190,350,3
51st St,An elevator,,Uptown Platform To Passageway,OUTAGE,2017-03-27 14:58:25,,,600,3,2
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-16 22:18:19,FIXED,2017-03-17 02:58:18,279,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-18 00:09:32,FIXED,2017-03-18 02:48:29,158,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-18 23:18:50,FIXED,2017-03-18 23:48:49,29,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-19 19:38:29,FIXED,2017-03-20 08:38:38,600,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-31 03:48:44,FIXED,2017-03-31 09:08:35,319,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-04-01 03:28:41,FIXED,2017-04-01 08:58:45,330,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Downtown,OUTAGE,2017-04-05 14:38:49,FIXED,2017-04-05 16:58:46,139,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-18 00:09:33,FIXED,2017-03-18 00:18:21,8,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-18 00:09:33,FIXED,2017-03-18 00:18:21,8,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-19 00:38:44,FIXED,2017-03-19 08:48:28,489,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-19 00:38:44,FIXED,2017-03-19 08:48:28,489,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-24 13:08:31,FIXED,2017-03-24 15:38:44,150,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-24 13:08:31,FIXED,2017-03-24 15:38:44,150,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-30 15:38:46,FIXED,2017-03-30 16:58:44,79,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-03-30 15:38:46,FIXED,2017-03-30 16:58:44,79,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-04-08 03:28:33,,,600,354,5
59th St - Columbus Circle,An elevator,,Mezzanine And Uptown,OUTAGE,2017-04-08 03:28:33,,,600,354,5
59th St - Columbus Circle,An elevator,Northwest corner of Columbus Circle and Central Park West,Street To Mezzanine And Uptown 1 Platform,OUTAGE,2017-03-14 19:58:35,,,600,354,5
59th St - Columbus Circle,An elevator,Northwest corner of Columbus Circle and Central Park West,Street To Mezzanine And Uptown 1 Platform,OUTAGE,2017-03-28 20:18:32,,,600,354,5
59th St - Columbus Circle,An elevator,Northwest corner of Columbus Circle and Central Park West,Street To Mezzanine And Uptown 1 Platform,OUTAGE,2017-04-01 17:08:48,,,600,354,5
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-15 11:38:26,,,600,110,2
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-24 00:48:35,,,600,110,2
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-18 02:08:25,,,600,110,2
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-31 00:58:21,,,600,110,2
72nd St,An elevator,North side of 72nd Street between Broadway and Amsterdam Avenue (Inside station house),Street To Uptown Platform,OUTAGE,2017-04-06 12:58:32,,,600,110,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-19 00:58:33,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-22 13:58:56,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-23 06:38:29,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-24 04:08:21,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-03-25 03:18:54,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Downtown Platform,OUTAGE,2017-04-06 02:38:34,,,600,105,2
96th St,An elevator,Either south side of 96th Street and north side of 95th Street (Inside station house),Street To Uptown Platform,OUTAGE,2017-03-30 03:58:41,,,600,105,2
Atlantic Ave,An elevator,,"Mezzanine To 4, 5 Platform",OUTAGE,2017-03-25 06:28:18,FIXED,2017-03-25 08:58:38,150,49,10
Atlantic Ave,An elevator,,"Mezzanine To 4, 5 Platform",OUTAGE,2017-03-28 22:08:36,FIXED,2017-03-29 01:58:50,230,49,10
Atlantic Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-25 03:48:38,FIXED,2017-03-25 06:09:04,140,49,10
Atlantic Ave,An elevator,,"Mezzanine To Downtown 2,3 Platform",OUTAGE,2017-03-28 21:58:39,FIXED,2017-03-28 22:38:33,39,49,10
Atlantic Ave,An elevator,,"Mezzanine To Downtown 2,3 Platform",OUTAGE,2017-04-07 13:28:34,FIXED,2017-04-08 08:38:47,600,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-15 04:08:42,FIXED,2017-03-15 09:38:46,330,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-16 03:58:22,FIXED,2017-03-16 09:08:43,310,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-21 03:58:25,FIXED,2017-03-21 09:08:32,310,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-29 04:08:47,FIXED,2017-03-29 09:09:04,300,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-03-31 04:08:29,FIXED,2017-03-31 08:48:38,280,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-04-01 04:18:46,FIXED,2017-04-01 08:48:49,270,49,10
Atlantic Ave,An elevator,,"Middle Mezzanine To B,Q Platform",OUTAGE,2017-04-05 12:58:34,FIXED,2017-04-06 00:28:24,600,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-03-21 17:09:20,FIXED,2017-03-22 01:48:22,519,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-03-21 17:09:20,FIXED,2017-03-22 01:48:22,519,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-04-05 11:18:42,FIXED,2017-04-05 23:48:17,600,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-04-05 11:18:42,FIXED,2017-04-05 23:48:17,600,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-04-08 09:18:52,,,600,49,10
Atlantic Ave,An elevator,,Street To Mezzanine,OUTAGE,2017-04-08 09:18:52,,,600,49,10
Atlantic Ave,An elevator,,"Uptown 2, 3 Platform To Mezzanine",OUTAGE,2017-03-27 19:58:36,FIXED,2017-03-27 22:58:55,180,49,10
Atlantic Ave,An elevator,Hanson Place and Flatbush Avenue,B/Q/2/3/4/5/LIRR,OUTAGE,2017-04-03 10:09:19,FIXED,2017-04-03 19:09:30,540,49,10
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-03-24 04:08:22,FIXED,2017-03-24 08:48:46,280,49,10
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-03-27 12:38:31,FIXED,2017-03-27 17:08:56,270,49,10
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-04-04 11:18:35,FIXED,2017-04-04 17:28:51,370,49,10
Atlantic Ave,An elevator,Pacific Street and Fourth Avenue,Street to D/N/R,OUTAGE,2017-04-04 23:58:48,FIXED,2017-04-05 17:08:44,600,49,10
Bay Pky,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 07:09:03,FIXED,2017-03-24 07:58:40,49,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-15 12:08:29,FIXED,2017-03-15 18:18:27,369,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-16 21:18:30,FIXED,2017-03-17 06:08:26,529,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-18 02:48:23,FIXED,2017-03-18 04:48:31,120,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-21 11:38:53,FIXED,2017-03-21 15:09:45,210,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-22 12:28:40,FIXED,2017-03-22 16:09:15,220,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-24 02:38:44,FIXED,2017-03-24 06:48:33,249,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-26 20:48:45,FIXED,2017-03-27 00:09:20,200,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-03-28 17:18:50,FIXED,2017-03-29 04:28:26,600,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-04-01 16:18:31,FIXED,2017-04-01 22:28:47,370,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-04-06 11:09:11,FIXED,2017-04-06 21:48:33,600,315,3
Bay Pky,An elevator,NW corner of Bay Parkway and 86th Street,Street To Mezzanine,OUTAGE,2017-04-07 17:09:10,FIXED,2017-04-07 22:08:44,299,315,3
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-15 09:28:31,FIXED,2017-03-17 02:58:18,600,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-19 03:38:28,FIXED,2017-03-19 04:38:37,60,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-20 00:48:31,FIXED,2017-03-20 04:38:24,229,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-27 10:38:21,FIXED,2017-03-27 18:58:31,500,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-28 03:58:52,,,600,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-30 03:58:41,FIXED,2017-03-30 08:38:43,280,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-03-31 13:18:26,FIXED,2017-03-31 13:48:46,30,57,2
Borough Hall,An elevator,,Mezzanine To Uptown And Downtown Platforms,OUTAGE,2017-04-05 04:09:29,FIXED,2017-04-05 05:58:25,108,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-23 03:58:37,FIXED,2017-03-23 04:38:47,40,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-27 13:18:38,,,600,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-30 17:28:44,FIXED,2017-03-30 18:38:48,70,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-03-31 13:48:45,,,600,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-04-03 06:48:26,,,600,57,2
Borough Hall,An elevator,In front of Supreme Court Building at Court Street and Montague Street,Street To Mezzanine,OUTAGE,2017-04-08 12:28:29,,,600,57,2
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-30 04:18:41,,,600,69,1
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-03-31 03:58:46,,,600,69,1
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-04-04 04:38:27,,,600,69,1
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-04-05 04:18:52,FIXED,2017-04-07 00:08:59,600,69,1
Brooklyn College - Flatbush Ave,An elevator,Corner of Flatbush Avenue and Nostrand Avenue,Street To Platforms,OUTAGE,2017-04-07 05:28:32,,,600,69,1
Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-21 03:58:26,FIXED,2017-03-21 09:28:33,330,436,2
Canal St,An elevator,NE corner of Canal Street and Lafayette Street,Street To Uptown Platform,OUTAGE,2017-03-24 12:08:32,FIXED,2017-03-24 17:18:22,309,436,2
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-15 04:28:27,,,600,436,2
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 09:08:44,320,436,2
Canal St,An elevator,NW corner of Canal Street and Lafayette Street,Street To Downtown Platform,OUTAGE,2017-03-20 03:38:44,FIXED,2017-03-20 08:58:19,319,436,2
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,340,405,3
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-26 03:38:29,FIXED,2017-03-26 09:28:37,350,405,3
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-27 04:08:39,FIXED,2017-03-27 08:58:30,289,405,3
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-28 03:38:45,FIXED,2017-03-28 09:09:18,330,405,3
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-29 03:58:27,FIXED,2017-03-29 08:58:49,300,405,3
Chambers St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-04-05 08:38:24,FIXED,2017-04-05 09:09:03,30,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 08:58:13,FIXED,2017-03-15 09:28:32,30,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-16 03:48:17,FIXED,2017-03-16 08:58:19,310,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 09:38:47,310,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-19 23:48:44,FIXED,2017-03-20 01:48:51,120,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-21 09:18:39,FIXED,2017-03-21 09:58:47,40,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-29 20:48:22,FIXED,2017-03-30 00:18:45,210,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 06:09:28,FIXED,2017-03-31 07:48:39,99,405,3
Chambers St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-05 05:48:19,FIXED,2017-04-05 07:28:14,99,405,3
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-17 22:08:26,FIXED,2017-03-17 23:38:18,89,405,3
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-03-25 06:38:39,FIXED,2017-03-25 08:58:38,139,405,3
Chambers St,An elevator,NW corner of Hudson and Chambers Streets,Street To Mezzanine,OUTAGE,2017-04-05 04:18:52,FIXED,2017-04-05 05:38:19,79,405,3
Church Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 07:09:04,FIXED,2017-03-24 10:28:45,199,41,3
Church Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-04-01 18:58:27,FIXED,2017-04-01 23:18:49,260,41,3
Church Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-28 20:58:36,FIXED,2017-03-29 01:58:49,300,41,3
Church Ave,An elevator,NW corner of Church Avenue and McDonald Avenue,Street To Mezzanine,OUTAGE,2017-04-04 04:48:46,FIXED,2017-04-04 08:28:31,219,41,3
Church Ave,An elevator,NW corner of Church Avenue and McDonald Avenue,Street To Mezzanine,OUTAGE,2017-04-04 20:58:28,FIXED,2017-04-05 13:58:28,600,41,3
Church Ave,An elevator,NW corner of Church Avenue and McDonald Avenue,Street To Mezzanine,OUTAGE,2017-04-05 16:18:30,,,600,41,3
Church Ave,An elevator,SE corner of Church Avenue and Nostrand Avenue,Street To Uptown Platform,OUTAGE,2017-04-05 21:18:42,FIXED,2017-04-06 01:38:41,259,67,2
Church Ave,An elevator,SW corner of Church Avenue and Nostrand Avenue,Street To Downtown Platform,OUTAGE,2017-03-26 04:18:18,FIXED,2017-03-26 08:58:46,280,67,2
