name,human_eq_type,location,serving,status,date,status2,date2,time_spent_min,nyca_id,number_of_elevators
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-21 12:48:34,FIXED,2017-03-21 16:38:54,230,470,3
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-22 04:28:40,FIXED,2017-03-22 08:38:37,249,470,3
Coney Island - Stillwell Av,An elevator,,3 Landings,OUTAGE,2017-03-23 12:18:46,FIXED,2017-03-23 16:38:22,259,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-15 19:38:29,FIXED,2017-03-16 06:38:31,600,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-16 18:28:25,FIXED,2017-03-16 23:09:00,280,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-17 12:28:25,FIXED,2017-03-17 16:58:46,270,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-18 16:08:44,FIXED,2017-03-19 03:38:29,600,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-19 14:28:20,FIXED,2017-03-20 00:48:32,600,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-20 18:58:38,FIXED,2017-03-21 00:38:34,339,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-21 11:48:31,FIXED,2017-03-21 17:18:29,329,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-22 15:38:51,FIXED,2017-03-22 16:58:55,80,470,3
Coney Island - Stillwell Av,An elevator,,Overpass To N Platform,OUTAGE,2017-03-23 13:18:22,FIXED,2017-03-26 08:58:46,600,470,3
Court Sq,An elevator,,Level 2 To Mezzanine,OUTAGE,2017-03-29 07:19:01,FIXED,2017-03-29 09:09:04,110,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-15 00:48:25,FIXED,2017-03-15 19:38:33,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-16 03:08:27,FIXED,2017-03-18 01:28:16,600,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,469,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,469,14,3
Court Sq,An elevator,,Street To Mezzanine,OUTAGE,2017-03-24 17:08:33,FIXED,2017-03-25 00:58:19,469,14,3
Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-15 23:58:18,FIXED,2017-03-16 02:58:26,180,14,3
Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-03-29 03:38:38,FIXED,2017-03-29 06:38:36,179,14,3
Court Sq,An elevator,NE corner of Jackson Avenue and 23rd Street,Street To Mezzanine,OUTAGE,2017-04-03 19:28:54,FIXED,2017-04-03 23:18:58,230,14,3
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-23 22:58:33,FIXED,2017-03-24 02:48:30,229,72,2
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-26 04:38:32,,,600,72,2
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-28 13:58:22,FIXED,2017-03-28 21:48:32,470,72,2
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-31 13:28:58,FIXED,2017-03-31 19:09:21,340,72,2
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-04-05 19:48:28,FIXED,2017-04-07 00:08:58,260,72,2
Crown Hts - Utica Ave,An elevator,,Mezzanine To Platforms,OUTAGE,2017-04-07 22:48:40,FIXED,2017-04-08 00:18:17,89,72,2
Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,OUTAGE,2017-03-20 00:58:53,FIXED,2017-03-20 19:38:45,600,72,2
Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,OUTAGE,2017-04-02 03:48:32,FIXED,2017-04-02 09:08:53,320,72,2
Crown Hts - Utica Ave,An elevator,Corner of Utica Avenue and Eastern Parkway,Street To Mezzanine,OUTAGE,2017-04-03 03:58:34,FIXED,2017-04-03 09:18:49,320,72,2
DeKalb Ave,An elevator,SE corner of DeKalb Avenue and Flatbush Avenue,Street To Mezzanine,OUTAGE,2017-03-30 04:38:29,FIXED,2017-03-30 08:48:39,250,59,3
Dyckman St,An elevator,SW corner of Hillside Avenue and St. Nicholas Avenue/Ft. George Hill,Street To Downtown Platform,OUTAGE,2017-03-27 16:09:03,,,600,277,1
E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),Street To Downtown Platform,OUTAGE,2017-03-18 02:48:24,,,600,276,2
E 180th St,An elevator,NW corner of East 180th Street and Morris Park Avenue (inside station house),Street To Downtown Platform,OUTAGE,2017-03-31 03:18:44,,,600,276,2
Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-18 04:28:13,FIXED,2017-03-18 08:58:31,270,460,3
Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-19 05:18:41,FIXED,2017-03-19 08:28:30,189,460,3
Euclid Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-24 03:38:47,FIXED,2017-03-24 07:18:44,219,460,3
Euclid Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-07 14:08:40,,,600,460,3
Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-15 05:08:51,FIXED,2017-03-15 09:08:34,239,460,3
Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-29 20:18:41,FIXED,2017-03-30 01:08:40,289,460,3
Euclid Ave,An elevator,NE corner of Euclid Avenue and Pitkin Avenue,Street To Mezzanine,OUTAGE,2017-03-30 04:48:27,,,600,460,3
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-19 05:28:22,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-19 05:28:22,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-20 14:18:28,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-20 14:18:28,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-21 13:58:25,FIXED,2017-03-28 18:48:52,290,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-21 13:58:25,FIXED,2017-03-28 18:48:52,290,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-29 13:48:33,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-29 13:48:33,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-30 22:18:49,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-03-30 22:18:49,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-04-01 05:18:48,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-04-01 05:18:48,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-04-08 04:38:23,,,600,194,2
Far Rockaway - Mott Ave,An elevator,Corner of Mott Avenue and Beach 22nd Street (Inside station house),Street To Platform,OUTAGE,2017-04-08 04:38:23,,,600,194,2
Flushing Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-19 19:28:49,FIXED,2017-03-19 21:48:34,139,373,3
Flushing Ave,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-26 12:28:48,FIXED,2017-03-26 16:38:31,249,373,3
Flushing Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 05:48:22,FIXED,2017-03-15 08:18:25,150,373,3
Flushing Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 08:48:21,FIXED,2017-04-01 16:28:37,460,373,3
Flushing Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-02 01:08:37,,,600,373,3
Flushing Ave,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-05 20:48:21,FIXED,2017-04-06 18:38:20,600,373,3
Flushing Ave,An elevator,SW corner of Flushing Avenue and Broadway,Street To Mezzanine,OUTAGE,2017-03-15 02:48:33,FIXED,2017-03-15 08:38:19,349,373,3
Flushing Ave,An elevator,SW corner of Flushing Avenue and Broadway,Street To Mezzanine,OUTAGE,2017-03-15 13:28:34,,,600,373,3
Flushing Ave,An elevator,SW corner of Flushing Avenue and Broadway,Street To Mezzanine,OUTAGE,2017-03-18 19:08:41,FIXED,2017-03-18 20:08:34,59,373,3
Flushing Ave,An elevator,SW corner of Flushing Avenue and Broadway,Street To Mezzanine,OUTAGE,2017-03-19 19:28:49,FIXED,2017-03-20 00:48:32,319,373,3
Flushing Ave,An elevator,SW corner of Flushing Avenue and Broadway,Street To Mezzanine,OUTAGE,2017-03-25 04:48:39,FIXED,2017-03-25 07:18:27,149,373,3
Fordham Rd,An elevator,,Mezzanine To Downtown,OUTAGE,2017-04-04 14:18:41,FIXED,2017-04-04 15:09:51,51,409,3
Fordham Rd,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-20 15:28:54,FIXED,2017-03-20 19:38:45,249,409,3
Fordham Rd,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-21 17:48:29,FIXED,2017-03-21 21:38:24,229,409,3
Fordham Rd,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-30 03:38:46,FIXED,2017-03-30 09:38:28,359,409,3
Fordham Rd,An elevator,SE corner of Jerome Avenue and Fordham Road,Street To Mezzanine,OUTAGE,2017-03-28 17:28:36,FIXED,2017-03-28 20:48:33,199,409,3
Forest Hills - 71st Av,An elevator,,Mezzanine To Southbound Platform,OUTAGE,2017-03-21 05:08:56,FIXED,2017-03-21 08:38:35,209,223,3
Forest Hills - 71st Av,An elevator,,Mezzanine To Southbound Platform,OUTAGE,2017-03-27 20:48:51,FIXED,2017-03-28 00:10:04,201,223,3
Forest Hills - 71st Av,An elevator,,Mezzanine To Southbound Platform,OUTAGE,2017-04-05 14:38:49,FIXED,2017-04-05 15:38:38,59,223,3
Forest Hills - 71st Av,An elevator,,Mezzanine To Southbound Platform,OUTAGE,2017-04-06 14:38:45,FIXED,2017-04-06 16:18:31,99,223,3
Forest Hills - 71st Av,An elevator,South side of Queens Boulevard between 70th Road and 71st Avenue,Street To Mezzanine All Trains,OUTAGE,2017-03-28 12:38:50,FIXED,2017-03-29 19:09:16,390,223,3
Forest Hills - 71st Av,An elevator,South side of Queens Boulevard between 70th Road and 71st Avenue,Street To Mezzanine All Trains,OUTAGE,2017-03-31 17:09:06,,,600,223,3
Forest Hills - 71st Av,An elevator,South side of Queens Boulevard between 70th Road and 71st Avenue,Street To Mezzanine All Trains,OUTAGE,2017-04-01 14:09:13,,,600,223,3
Franklin Ave,An elevator,SW corner of Fulton Street and Franklin Avenue,Street To Downtown C Platform And S Platform,OUTAGE,2017-04-03 21:38:53,,,600,280,2
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-22 03:58:24,FIXED,2017-03-22 04:18:36,20,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-23 04:38:44,FIXED,2017-03-23 05:18:47,40,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-28 04:39:01,FIXED,2017-03-28 05:09:00,29,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-29 04:18:21,FIXED,2017-03-29 04:48:33,30,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-30 04:28:40,FIXED,2017-03-30 04:48:28,19,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-03-31 04:08:28,FIXED,2017-03-31 04:49:38,41,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-04-03 04:38:48,FIXED,2017-04-03 04:58:48,20,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-04-04 03:48:38,FIXED,2017-04-04 03:58:23,9,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-04-05 04:09:29,FIXED,2017-04-05 04:28:56,19,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-04-06 04:28:26,FIXED,2017-04-06 05:48:30,80,471,4
Grand Central - 42nd St,An elevator,,Mezzanine To 7 Platform,OUTAGE,2017-04-07 05:38:30,FIXED,2017-04-07 06:18:19,39,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-03-15 11:28:30,FIXED,2017-03-15 14:48:45,200,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-03-16 06:58:26,FIXED,2017-03-16 07:28:15,29,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-03-20 03:48:38,FIXED,2017-03-20 09:08:26,319,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-03-21 03:58:25,FIXED,2017-03-21 09:08:32,310,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-04-05 16:18:30,FIXED,2017-04-05 16:28:30,10,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Downtown 4,5,6 Platform",OUTAGE,2017-04-06 09:28:22,FIXED,2017-04-06 09:38:46,10,471,4
Grand Central - 42nd St,An elevator,,"Mezzanine To Uptown 4,5,6 Platform",OUTAGE,2017-04-05 16:58:45,FIXED,2017-04-05 17:18:15,19,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-03-23 03:58:36,FIXED,2017-03-23 06:48:41,170,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-01 04:18:44,FIXED,2017-04-03 08:38:47,260,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-03 09:08:44,,,600,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-04 19:28:56,FIXED,2017-04-05 21:28:43,119,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-05 23:09:12,,,600,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-06 13:48:45,FIXED,2017-04-06 16:18:32,149,471,4
Grand Central - 42nd St,An elevator,,Street To Terminal/Mezzanine,OUTAGE,2017-04-08 02:18:39,,,600,471,4
Gun Hill Rd,An elevator,Inside main entrance on White Plains Road between Gun Hill Road and 211 Street,Street To Mezzanine And Downtown Platform,OUTAGE,2017-03-24 20:28:32,FIXED,2017-03-26 01:38:33,310,262,2
Gun Hill Rd,An elevator,Inside main entrance on White Plains Road between Gun Hill Road and 211 Street,Street To Mezzanine And Downtown Platform,OUTAGE,2017-03-29 03:28:47,,,600,262,2
Gun Hill Rd,An elevator,Inside main entrance on White Plains Road between Gun Hill Road and 211 Street,Street To Mezzanine And Downtown Platform,OUTAGE,2017-03-30 03:58:42,,,600,262,2
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-30 16:58:44,FIXED,2017-03-31 09:08:34,600,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-03-30 16:58:44,FIXED,2017-03-31 09:08:34,600,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-04-05 16:18:30,FIXED,2017-04-05 17:38:28,79,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Downtown,OUTAGE,2017-04-05 16:18:30,FIXED,2017-04-05 17:38:28,79,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 03:08:55,FIXED,2017-03-15 09:08:34,359,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-15 03:08:55,FIXED,2017-03-15 09:08:34,359,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,340,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-22 03:38:27,FIXED,2017-03-22 09:18:46,340,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:18:54,310,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-23 04:08:46,FIXED,2017-03-23 09:18:54,310,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 13:48:45,FIXED,2017-03-31 15:28:50,100,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-03-31 13:48:45,FIXED,2017-03-31 15:28:50,100,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-02 13:18:54,FIXED,2017-04-02 16:28:54,190,84,5
Herald Sq - 34th St,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-02 13:18:54,FIXED,2017-04-02 16:28:54,190,84,5
Herald Sq - 34th St,An elevator,Herald Center building on west side of Broadway south of 34th Street,Street To Mezzanine,OUTAGE,2017-03-21 20:48:28,FIXED,2017-03-22 08:28:36,600,84,5
Herald Sq - 34th St,An elevator,Herald Center building on west side of Broadway south of 34th Street,Street To Mezzanine,OUTAGE,2017-04-02 18:28:48,,,600,84,5
Herald Sq - 34th St,An elevator,Herald Center building on west side of Broadway south of 34th Street,Street To Mezzanine,OUTAGE,2017-04-06 13:08:59,FIXED,2017-04-06 14:48:30,99,84,5
Howard Beach - JFK Airport,An elevator,Coleman Square and 159th Avenue,Street To Mezzanine,OUTAGE,2017-03-16 08:48:21,FIXED,2017-03-16 23:38:18,600,219,3
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-14 22:38:40,,,600,10,3
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-21 22:18:54,FIXED,2017-03-21 22:38:50,19,10,3
Hunts Point Ave,An elevator,,Northbound Platform To Mezzanine,OUTAGE,2017-03-26 11:18:21,FIXED,2017-03-27 01:08:51,600,10,3
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-14 22:38:40,,,600,10,3
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-21 18:09:13,FIXED,2017-03-21 22:28:50,259,10,3
Hunts Point Ave,An elevator,,Southbound Platform To Mezzanine,OUTAGE,2017-03-26 05:48:51,FIXED,2017-03-26 11:08:49,319,10,3
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,Street To Mezzanine,OUTAGE,2017-03-18 07:28:39,,,600,10,3
Hunts Point Ave,An elevator,Hunts Point Avenue between Bruckner Boulevard and East 163rd Street,Street To Mezzanine,OUTAGE,2017-03-24 03:38:48,,,600,10,3
Inwood - 207th St,An elevator,SW corner of Broadway and 207th Street,Street To Mezzanine,OUTAGE,2017-03-16 20:28:35,FIXED,2017-03-16 22:48:45,140,256,2
Inwood - 207th St,An elevator,SW corner of Broadway and 207th Street,Street To Mezzanine,OUTAGE,2017-04-04 21:49:06,FIXED,2017-04-05 00:48:49,179,256,2
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 00:48:22,FIXED,2017-03-16 01:09:01,20,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 00:48:22,FIXED,2017-03-16 01:09:01,20,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 13:58:39,FIXED,2017-03-16 18:48:18,289,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-16 13:58:39,FIXED,2017-03-16 18:48:18,289,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 14:48:46,60,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-18 13:48:34,FIXED,2017-03-18 14:48:46,60,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-22 15:10:06,FIXED,2017-03-22 19:38:37,268,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-22 15:10:06,FIXED,2017-03-22 19:38:37,268,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 15:08:58,FIXED,2017-03-25 16:08:19,59,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 15:08:58,FIXED,2017-03-25 16:08:19,59,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 20:08:49,,,600,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-25 20:08:49,,,600,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-27 17:28:52,FIXED,2017-03-27 22:28:58,300,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-27 17:28:52,FIXED,2017-03-27 22:28:58,300,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-04-07 00:28:40,FIXED,2017-04-07 01:38:30,69,269,3
Jamaica - 179th St,An elevator,,Mezzanine To Platform,OUTAGE,2017-04-07 00:28:40,FIXED,2017-04-07 01:38:30,69,269,3
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-21 03:58:25,FIXED,2017-03-21 08:58:37,300,269,3
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-22 03:58:24,FIXED,2017-03-22 08:58:34,300,269,3
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-03-30 15:48:23,FIXED,2017-03-30 19:08:31,200,269,3
Jamaica - 179th St,An elevator,SE corner of 179th Place and Hillside Avenue,Street To Mezzanine,OUTAGE,2017-04-03 14:38:50,FIXED,2017-04-03 17:18:29,159,269,3
Jamaica - Van Wyck,An elevator,,Mezzanine To Platform,OUTAGE,2017-03-24 06:18:33,FIXED,2017-03-24 07:58:41,100,225,2
Jamaica - Van Wyck,An elevator,Corner of 89th Avenue and the Van Wyck Expressway south service road,Street to Mezzanine,OUTAGE,2017-03-24 08:08:41,FIXED,2017-03-24 09:18:50,70,225,2
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-25 10:58:44,FIXED,2017-03-25 13:58:33,179,226,2
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-27 01:18:47,FIXED,2017-03-27 05:28:45,249,226,2
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-03-30 19:18:43,FIXED,2017-03-30 20:58:36,99,226,2
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-04-06 09:48:24,FIXED,2017-04-06 14:38:52,290,226,2
Jamaica Ctr - Parsons / Archer,An elevator,,Mezzanine To Platforms,OUTAGE,2017-04-07 02:18:31,FIXED,2017-04-07 03:08:13,49,226,2
Jay St - Metrotech,An elevator,,Mezzanine And Downtown,OUTAGE,2017-03-22 06:28:48,FIXED,2017-03-22 08:48:41,139,369,4
Jay St - Metrotech,An elevator,,Mezzanine And Uptown,OUTAGE,2017-04-05 17:08:42,FIXED,2017-04-05 22:08:50,300,369,4
Jay St - Metrotech,An elevator,NE corner of Jay and Willoughby Streets,Street To Mezzanine,OUTAGE,2017-03-22 03:48:51,FIXED,2017-03-22 06:09:43,140,369,4
Jay St - Metrotech,An elevator,NE corner of Jay and Willoughby Streets,Street To Mezzanine,OUTAGE,2017-03-25 23:18:28,FIXED,2017-03-26 00:28:20,69,369,4
Jay St - Metrotech,An elevator,NE corner of Jay and Willoughby Streets,Street To Mezzanine,OUTAGE,2017-03-30 18:48:39,FIXED,2017-03-30 21:18:52,150,369,4
Jay St - Metrotech,An elevator,NE corner of Jay and Willoughby Streets,Street To Mezzanine,OUTAGE,2017-03-31 20:48:42,FIXED,2017-03-31 21:09:09,20,369,4
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-03-18 04:38:27,FIXED,2017-03-18 06:58:14,139,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-03-23 15:28:25,FIXED,2017-03-23 18:48:57,200,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-03-25 21:58:30,FIXED,2017-03-25 22:48:35,50,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-03-27 19:58:36,FIXED,2017-03-27 21:58:50,120,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-03-30 19:48:53,FIXED,2017-03-31 00:18:44,269,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-04-06 13:28:30,FIXED,2017-04-06 16:48:29,199,35,3
Junction Blvd,An elevator,,Overpass To Uptown Platform,OUTAGE,2017-04-08 04:58:33,FIXED,2017-04-08 09:48:33,290,35,3
Kew Gardens - Union Tpke,An elevator,,Mezzanine To Uptown,OUTAGE,2017-04-01 03:38:50,FIXED,2017-04-01 05:18:50,100,114,3
