"station","borough","equipmenttype","serving","ADA","line"
"72 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL240"
"72 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","EL239"
"72 St / 2 Av","MN","ES","BASEMENT ENTRANCE TO STREET","N","ES291"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE TO STREET","Y","EL262"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE TO STREET","Y","EL265"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE TO STREET","Y","EL264"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE TO STREET","Y","EL266"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE TO STREET","Y","EL267"
"72 St / 2 Av","MN","EL","LOWER MEZZANINE-FIRST UPPER MEZZANINE-SECOND UPPER MEZZANINE","Y","EL269"
"72 St / 2 Av","MN","ES","MEZZANINE TO BASEMENT ENTRANCE","N","ES288"
"72 St / 2 Av","MN","ES","MEZZANINE TO BASEMENT ENTRANCE","N","ES290"
"72 St / 2 Av","MN","ES","MEZZANINE TO BASEMENT ENTRANCE","N","ES289"
"72 St / 2 Av","MN","ES","MEZZANINE TO STREET","N","ES294"
"72 St / 2 Av","MN","ES","MEZZANINE TO STREET","N","ES295"
"72 St / 2 Av","MN","ES","MEZZANINE TO STREET","N","ES296"
"72 St / 2 Av","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","EL259"
"72 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES287"
"72 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES286"
"72 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES285"
"8 Av","MN","EL","MEZZANINE TO PLATFORM","Y","EL224"
"86 St / 2 Av","MN","ES","MEZZANINE TO MID LANDING ENTRANCE #1","N","ES281"
"86 St / 2 Av","MN","ES","MEZZANINE TO MID LANDING ENTRANCE #1","N","ES280"
"86 St / 2 Av","MN","ES","MEZZANINE TO MID LANDING ENTRANCE #1","N","ES279"
"86 St / 2 Av","MN","EL","MEZZANINE TO STREET","Y","EL250"
"86 St / 2 Av","MN","ES","MEZZANINE TO STREET ENTRANCE #1","N","ES276"
"86 St / 2 Av","MN","ES","MEZZANINE TO STREET ENTRANCE #1","N","ES278"
"86 St / 2 Av","MN","ES","MEZZANINE TO STREET ENTRANCE #1","N","ES277"
"86 St / 2 Av","MN","ES","MID LANDING ENTRANCE #2 TO STREET ENTRANCE #2 EAST","N","ES284"
"86 St / 2 Av","MN","ES","MID LANDING ENTRANCE #2 TO STREET ENTRANCE #2 EAST","N","ES297"
"86 St / 2 Av","MN","ES","MID LANDING ENTRANCE #2 TO STREET ENTRANCE #2 WEST","N","ES283"
"86 St / 2 Av","MN","ES","MID LANDING ENTRANCE #2 TO STREET ENTRANCE #2 WEST","N","ES282"
"86 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES273"
"86 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES275"
"86 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES274"
"86 St / 2 Av","MN","EL","PLATFORM TO MEZZANINE","Y","EL249"
"96 St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL145"
"96 St","MN","EL","STREET TO UPTOWN PLATFORM","Y","EL146"
"96 St / 2 Av","MN","EL","MEZZANINE TO STREET","Y","EL248"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL N-W","N","ES260"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL N-W","N","ES259"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL S-E","N","ES271"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL S-E","N","ES270"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL S-E","N","ES272"
"96 St / 2 Av","MN","ES","MEZZANINE TO STREET LEVEL S-W","N","ES247"
"96 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES220"
"96 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES202"
"96 St / 2 Av","MN","EL","PLATFORM TO MEZZANINE","Y","EL247"
"96 St / 2 Av","MN","ES","PLATFORM TO MEZZANINE","N","ES200"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO STREET","N","ES358X"
"Atlantic Av-Barclays Ctr","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES310"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO 4, 5 PLATFORM","Y","EL305"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL302"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO DOWNTOWN 2,3 PLATFORM","Y","EL304"
"Atlantic Av-Barclays Ctr","BKN","EL","MEZZANINE TO UPTOWN","Y","EL303"
"Atlantic Av-Barclays Ctr","BKN","EL","MIDDLE MEZZANINE TO B,Q PLATFORM","Y","EL307"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","EL300X"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO LIRR TERMINAL/NYCT 2/3 TRAINS NORTHBOUND","Y","EL737X"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","EL700X"
"Atlantic Av-Barclays Ctr","BKN","EL","STREET TO MEZZANINE","Y","EL301"
"Atlantic Av-Barclays Ctr","BKN","ES","STREET TO MEZZANINE","N","ES359X"
"Atlantic Av-Barclays Ctr","BKN","EL","UPTOWN 2, 3 PLATFORM TO MEZZANINE","Y","EL306"
"Bay Parkway","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL378"
"Bay Parkway","BKN","EL","MEZZANINE TO UPTOWN","Y","EL377"
"Bay Parkway","BKN","EL","STREET TO MEZZANINE","Y","EL376"
"Borough Hall","BKN","EL","MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS","Y","EL318"
"Borough Hall","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES303"
"Borough Hall","BKN","EL","STREET TO MEZZANINE","Y","EL317"
"Bowery","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES334"
"Bowling Green","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","ES341"
"Bowling Green","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","ES340"
"Bowling Green","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","ES343"
"Bowling Green","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","ES342"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES337"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES339"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES338"
"Bowling Green","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES336"
"Bowling Green","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL711"
"Bowling Green","MN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL710"
"Bowling Green","MN","ES","UPPER MEZZANINE TO STREET","N","ES345"
"Briarwood/Van Wyck Blvd","QNS","EL","STREET TO MEZZANINE","N","EL424"
"Brighton Beach","BKN","ES","STREET TO MEZZANINE","N","ES346"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","ES347"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","ES331"
"Broadway Junction","BKN","ES","STREET TO UPPER MEZZANINE","N","ES330"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","EL329"
"Broadway-Lafayette/Bleecker St","MN","EL","DOWNTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","EL330"
"Broadway-Lafayette/Bleecker St","MN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES300"
"Broadway-Lafayette/Bleecker St","MN","EL","STREET TO MEZZANINE AND DOWNTOWN 6 PLATFORM","Y","EL328"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM","Y","EL332"
"Broadway-Lafayette/Bleecker St","MN","EL","UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM","Y","EL331"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL315"
"Brooklyn Bridge - City Hall","MN","EL","MEZZANINE TO UPTOWN","Y","EL316"
"Brooklyn Bridge - City Hall","MN","EL","STREET TO MEZZANINE","Y","EL314"
"Canal St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL325"
"Canal St","MN","EL","STREET TO UPTOWN PLATFORM","Y","EL324"
"Chambers St","MN","EL","MEZZANINE TO DOWNTOWN","Y","EL338"
"Chambers St","MN","EL","MEZZANINE TO UPTOWN","Y","EL337"
"Chambers St","MN","EL","STREET TO MEZZANINE","Y","EL336"
"Church Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL375"
"Church Av","BKN","EL","MEZZANINE TO UPTOWN","Y","EL374"
"Church Av","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL321"
"Church Av","BKN","EL","STREET TO MEZZANINE","Y","EL373"
"Church Av","BKN","EL","STREET TO UPTOWN PLATFORM","Y","EL320"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","EL310"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","EL311"
"Clark St","BKN","EL","LOWER MEZZANINE TO STREET","N","EL312"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES251X"
"Columbus Circle","MN","ES","STREET TO MEZZANINE ALL TRAINS","N","ES250X"
"Coney Island Stillwell Av","BKN","EL","3 LANDINGS","Y","EL399"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO D PLATFORM","Y","EL702"
"Coney Island Stillwell Av","BKN","EL","OVERPASS TO N PLATFORM","Y","EL701"
"Corona Yard Signal Tower","QNS","EL","UNASSIGNED","Y","EL400"
"Cortlandt St","MN","ES","STREET TO MEZZANINE","N","ES380X"
"Court Square","QNS","EL","LEVEL 2 TO MEZZANINE","Y","EL447"
"Court Square","QNS","EL","STREET TO MEZZANINE","Y","EL445X"
"Court Square","QNS","ES","STREET TO MEZZANINE","N","ES462X"
"Court Square","QNS","ES","STREET TO MEZZANINE","N","ES461X"
"Court Square","QNS","EL","STREET TO MEZZANINE","Y","EL446"
"Court Square","QNS","ES","STREET TO MEZZANINE PASSAGEWAY TO E/G/M TRAINS","N","ES265X"
"Court Square","QNS","ES","STREET TO MEZZANINE PASSAGEWAY TO E/G/M TRAINS","N","ES266X"
"Court Square - 23 St","QNS","PW","PASSAGEWAY TRANSFER","N","PW401"
"Court Square - 23 St","QNS","PW","PASSAGEWAY TRANSFER","N","PW402"
"Court St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES306"
"Court St","BKN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL309"
"Court St","BKN","EL","LOWER MEZZANINE TO UPPER MEZZANINE","N","EL308"
"Court St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES305"
"Crown Hts - Utica Av","BKN","EL","MEZZANINE TO PLATFORMS","Y","EL323"
"Crown Hts - Utica Av","BKN","EL","STREET TO MEZZANINE","Y","EL322"
"Dekalb Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL372"
"Dekalb Av","BKN","EL","MEZZANINE TO UPTOWN","Y","EL371"
"Dekalb Av","BKN","ES","NORTHBOUND PLATFORM TO MEZZANINE","N","ES309"
"Dekalb Av","BKN","ES","SOUTHBOUND PLATFORM TO MEZZANINE","N","ES308"
"Dekalb Av","BKN","EL","STREET TO MEZZANINE","Y","EL370"
"Delancey St Essex St","MN","ES","MEZZANINE TO STREET","N","ES327"
"Delancey St Essex St","MN","ES","NORTHBOUND PLATFORM TO STREET","N","ES328"
"Dyckman St","MN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL178"
"Dyckman St Quarters","MN","EL","UNASSIGNED","N","EL156"
"East 180 St","BX","EL","STREET TO DOWNTOWN PLATFORM","Y","EL160"
"East 180 St","BX","EL","STREET TO UPTOWN PLATFORM","Y","EL159"
"East Broadway","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES329"
"Euclid Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL343"
"Euclid Av","BKN","EL","MEZZANINE TO UPTOWN","Y","EL342"
"Euclid Av","BKN","EL","STREET TO MEZZANINE","Y","EL341"
"Far Rockaway - Mott Av","QNS","EL","STREET TO PLATFORM","Y","EL498"
"Far Rockaway - Mott Av","QNS","EL","STREET TO PLATFORM","Y","EL497"
"Flatbush Av Brooklyn College","BKN","EL","STREET TO PLATFORMS","Y","EL319"
"Flushing Av","BKN","EL","MEZZANINE TO DOWNTOWN","Y","EL394"
"Flushing Av","BKN","EL","MEZZANINE TO UPTOWN","Y","EL395"
"Flushing Av","BKN","EL","STREET TO MEZZANINE","Y","EL393"
"Flushing Main St","QNS","ES","STREET TO MEZZANINE","N","ES456"
"Flushing Main St","QNS","ES","STREET TO MEZZANINE","N","ES457"
"Flushing Main St","QNS","ES","STREET TO MEZZANINE","N","ES455"
"Flushing Main St","QNS","EL","STREET TO MEZZANINE &PLATFORMS","Y","EL414"
"Fordham Rd","BX","EL","MEZZANINE TO DOWNTOWN","Y","EL188"
"Fordham Rd","BX","EL","MEZZANINE TO UPTOWN","Y","EL187"
"Fordham Rd","BX","EL","STREET TO MEZZANINE","Y","EL186"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO NORTHBOUND PLATFORM","Y","EL439"
"Forest Hills - 71 Av","QNS","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","EL438"
"Forest Hills - 71 Av","QNS","EL","STREET TO MEZZANINE ALL TRAINS","Y","EL437"
"Franklin Av","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","ES352"
"Franklin Av","BKN","EL","STREET TO DOWNTOWN C PLATFORM AND S PLATFORM","Y","EL339"
"Franklin Av","BKN","EL","UPTOWN PLATFORM TO 1ST LEVEL BRIDGE","Y","EL340"
"Fulton St","MN","EL","3 LANDINGS","Y","EL716"
"Fulton St","MN","ES","33 MAIDEN LANE TO PASSAGEWAY","N","ES377X"
"Fulton St","MN","ES","33 MAIDEN LANE TO PASSAGEWAY","N","ES376X"
"Fulton St","MN","EL","4/5 & R/W UNDERPASS","Y","EL728X"
"Fulton St","MN","EL","4/5 & R/W UNDERPASS","Y","EL729X"
"Fulton St","MN","EL","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","Y","EL720"
"Fulton St","MN","EL","CORBIN BUILDING","Y","EL725X"
"Fulton St","MN","EL","CORBIN BUILDING","Y","EL724X"
"Fulton St","MN","ES","CORBIN BUILDING","N","ES366X"
"Fulton St","MN","ES","CORBIN BUILDING","N","ES365X"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","EL727X"
"Fulton St","MN","EL","CORTLANDT ST R LINE","Y","EL726X"
"Fulton St","MN","EL","LOWER MEZZANINE TO PLATFORM","Y","EL719"
"Fulton St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","ES364"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES367"
"Fulton St","MN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES368"
"Fulton St","MN","EL","PLATFORM TO LOWER MEZZANINE","Y","EL721"
"Fulton St","MN","EL","PLATFORM TO MEZZANINE","Y","EL732"
"Fulton St","MN","EL","TRANSIT CENTER","Y","EL734X"
"Fulton St","MN","EL","TRANSIT CENTER","Y","EL717X"
"Fulton St","MN","ES","TRANSIT CENTER","N","ES363X"
"Fulton St","MN","ES","TRANSIT CENTER","N","ES361X"
"Fulton St","MN","ES","TRANSIT CENTER","N","ES383X"
"Fulton St","MN","EL","TRANSIT CENTER","N","EL733X"
"Fulton St","MN","EL","TRANSIT CENTER","Y","EL714X"
"Fulton St","MN","ES","TRANSIT CENTER","N","ES360X"
"Fulton St","MN","ES","TRANSIT CENTER","N","ES362X"
"Fulton St","MN","EL","TRANSIT CENTER","Y","EL715X"
"Fulton St","MN","EL","TRANSIT CENTER","Y","EL718X"
"Fulton St","MN","EL","UPPER MEZZANINE TO STREET","Y","EL722"
"Fulton St","MN","EL","UPPER MEZZANINE TO STREET","Y","EL723"
"Gun Hill Rd","BX","ES","STREET TO MEZZANINE","N","ES104"
"Gun Hill Rd","BX","ES","STREET TO MEZZANINE","N","ES105"
"Gun Hill Rd","BX","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL182"
"Gun Hill Rd","BX","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","EL183"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES322"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES350"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES323"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES324"
"High St","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES321"
"Howard Beach","QNS","ES","MEZZANINE TO AIR TRAIN","N","ES498X"
"Howard Beach","QNS","ES","MEZZANINE TO AIR TRAIN","N","ES497X"
"Howard Beach","QNS","ES","MEZZANINE TO AIR TRAIN","N","ES499X"
"Howard Beach","QNS","ES","MEZZANINE TO CENTER ISLAND PLATFORM","N","ES496X"
"Howard Beach","QNS","EL","MEZZANINE TO DOWNTOWN","Y","EL493X"
"Howard Beach","QNS","EL","MEZZANINE TO DOWNTOWN","Y","EL492X"
"Howard Beach","QNS","EL","MEZZANINE TO UPTOWN","Y","EL495X"
"Howard Beach","QNS","EL","MEZZANINE TO UPTOWN","Y","EL494X"
"Howard Beach","QNS","EL","STREET TO MEZZANINE","Y","EL491X"
"Howard Beach","QNS","EL","STREET TO MEZZANINE","Y","EL490X"
"Hunts Point","BX","EL","NORTHBOUND PLATFORM TO MEZZANINE","Y","EL196"
"Hunts Point","BX","EL","SOUTHBOUND PLATFORM TO MEZZANINE","Y","EL197"
"Hunts Point","BX","EL","STREET TO MEZZANINE","Y","EL195"
"Intervale Av","BX","ES","STREET TO MEZZANINE","N","ES108"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES449"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES453"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES452"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES451"
"Jackson Hts - Roosevelt Av","QNS","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES450"
"Jackson Hts - Roosevelt Av","QNS","EL","LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM","Y","EL422"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN 7","Y","EL423"
"Jackson Hts - Roosevelt Av","QNS","EL","MEZZANINE TO DOWNTOWN E/F/M/R","Y","EL421"
"Jackson Hts - Roosevelt Av","QNS","EL","MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7)","Y","EL420"
"Jamaica - Van Wyck","QNS","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES429"
"Jamaica - Van Wyck","QNS","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES428"
"Jamaica - Van Wyck","QNS","EL","MEZZANINE TO PLATFORM","Y","EL408"
"Jamaica - Van Wyck","QNS","ES","MEZZANINE TO STREET","N","ES430"
"Jamaica - Van Wyck","QNS","ES","MEZZANINE TO STREET","N","ES431"
"Jamaica - Van Wyck","QNS","ES","MEZZANINE TO STREET","N","ES427"
"Jamaica - Van Wyck","QNS","EL","STREET TO MEZZANINE","Y","EL409"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","N","ES446"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND LOWER PLATFORM TO MEZZANINE","N","ES445"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","ES443"
"Jamaica Center Parsons/Archer","QNS","ES","CENTER ISLAND UPPER PLATFORM TO MEZZANINE","N","ES444"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO PLATFORM","N","ES441"
"Jamaica Center Parsons/Archer","QNS","EL","MEZZANINE TO PLATFORMS","Y","EL413"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","ES438"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","ES439"
"Jamaica Center Parsons/Archer","QNS","ES","MEZZANINE TO STREET","N","ES440"
"Jamaica Center Parsons/Archer","QNS","ES","PLATFORM TO MEZZANINE","N","ES447"
"Jamaica Center Parsons/Archer","QNS","ES","PLATFORM TO MEZZANINE","N","ES442"
"Jamaica Center Parsons/Archer","QNS","EL","STREET TO MEZZANINE","Y","EL412"
"Jay St - MetroTech","BKN","ES","LOWER MEZZANINE TO PLATFORM","N","ES356"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND DOWNTOWN","Y","EL708"
"Jay St - MetroTech","BKN","EL","MEZZANINE AND UPTOWN","Y","EL707"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO PLATFORM","N","ES357"
"Jay St - MetroTech","BKN","EL","MEZZANINE TO PLATFORM","Y","EL709"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","ES320"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (NORTH) MYRTLE AVE","N","ES319"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","ES318"
"Jay St - MetroTech","BKN","ES","MEZZANINE TO STREET (SOUTH) WILLOUGHBY ST","N","ES317"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","Y","EL706"
"Jay St - MetroTech","BKN","EL","STREET TO MEZZANINE","N","EL327X"
"Junction Blvd","QNS","EL","OVERPASS TO DOWNTOWN PLATFORM","Y","EL426"
"Junction Blvd","QNS","EL","OVERPASS TO UPTOWN PLATFORM","Y","EL427"
"Junction Blvd","QNS","EL","STREET TO MEZZANINE & OVERPASS","Y","EL425"
"Kew Gardens / Union Tpk","QNS","EL","MEZZANINE TO PLATFORM","Y","EL436"
"Kew Gardens / Union Tpk","QNS","EL","MEZZANINE TO UPTOWN","Y","EL435"
"Kew Gardens / Union Tpk","QNS","EL","STREET TO MEZZANINE","Y","EL434"
"Kings Highway","BKN","EL","STREET TO DOWNTOWN PLATFORM","Y","EL761"
"Kings Highway","BKN","EL","STREET TO UPTOWN PLATFORM","Y","EL760"
"Kingsbridge Road","BX","EL","MEZZANINE TO SOUTHBOUND PLATFORM","Y","EL191"
"Kingsbridge Road","BX","EL","NORTHBOUND PLATFORM TO MEZZANINE","Y","EL190"
"Kingsbridge Road","BX","EL","STREET TO MEZZANINE","Y","EL189"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES243"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES244"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES269"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (3RD AVE)","N","ES246"
"Lexington Av / 53 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (3RD AVE)","N","ES245"
"Lexington Av / 53 St","MN","EL","MEZZANINE TO PLATFORM","Y","EL245"
"Lexington Av / 53 St","MN","ES","PASSAGEWAY MEZZANINE TO PLATFORM E/M","N","ES254X"
"Lexington Av / 53 St","MN","EL","STREET TO MEZZANINE TO 6/E/M TRAINS","Y","EL203X"
"Lexington Av / 53 St","MN","ES","STREET TO MEZZANINE TO E/M TRAINS","N","ES600X"
"Lexington Av / 59 St","MN","ES","BMT CENTER ISLAND PLATFORM TO IRT SOUTHBOUND PLATFORM","N","ES215"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","ES249"
"Lexington Av / 59 St","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE (60ST / 3RD AVE)","N","ES248"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","ES408"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO NORTHBOUND PLATFORM","N","ES407"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","ES410"
"Lexington Av / 63 St","MN","ES","LOWER MEZZANINE TO SOUTHBOUND PLATFORM","N","ES409"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO DOWNTOWN AND DOWNTOWN TO UPTOWN PLATFORM","Y","EL402"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","EL441"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","EL443"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO PLATFORMS","Y","EL442"
"Lexington Av / 63 St","MN","ES","MEZZANINE TO STREET","N","ES458"
"Lexington Av / 63 St","MN","ES","MEZZANINE TO STREET","N","ES459"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO STREET","Y","EL444"
"Lexington Av / 63 St","MN","EL","MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM","Y","EL440"
"Lexington Av / 63 St","MN","ES","MIDDLE MEZZANINE TO LOWER MEZZANINE","N","ES406"
"Lexington Av / 63 St","MN","ES","MIDDLE MEZZANINE TO LOWER MEZZANINE","N","ES405"
"Lexington Av / 63 St","MN","EL","STREET TO MEZZANINE","Y","EL401"
"Lexington Av / 63 St","MN","ES","STREET TO UPPER MEZZANINE","N","ES402"
"Lexington Av / 63 St","MN","ES","STREET TO UPPER MEZZANINE","N","ES401"
"Lexington Av / 63 St","MN","ES","UPPER MEZZANINE TO MIDDLE MEZZANINE","N","ES404"
"Lexington Av / 63 St","MN","ES","UPPER MEZZANINE TO MIDDLE MEZZANINE","N","ES403"
"Marcy Av","BKN","EL","STREET TO MEZZANINE & UPTOWN PLATFORM","Y","EL391"
"Marcy Av","BKN","EL","STREET TO MEZZANINE AND DOWNTOWN PLATFORM","Y","EL392"
"Myrtle Av / Wyckoff Av","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES332"
"Myrtle Av / Wyckoff Av","BKN","ES","LOWER MEZZANINE TO UPPER MEZZANINE","N","ES333"
"Myrtle Av / Wyckoff Av","BKN","EL","MEZZANINE TO PLATFORM","Y","EL397"
"Myrtle Av / Wyckoff Av","BKN","EL","STREET TO MEZZANINE AND M TRANSFER PASSAGEWAY","Y","EL396"
"Myrtle Av / Wyckoff Av","BKN","EL","TRANSFER PASSAGEWAY MEZZANINE TO PLATFORM","Y","EL398"
"Park Place","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES301"
"Park Place","MN","ES","CENTER ISLAND PLATFORM TO MEZZANINE","N","ES302"
"Parkchester","BX","ES","STREET TO CENTER ISLAND PLATFORM","N","ES111"
